[2025-10-22T11:08:33.588+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-22T11:08:33.718+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:33.761+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2025-10-22T11:08:15.110434+00:00 [queued]>
[2025-10-22T11:08:33.763+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-10-22T11:08:34.747+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gtkqnhN0VkU
[2025-10-22T11:08:34.761+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oBXSvS2QKxU
[2025-10-22T11:08:34.765+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UTdcX1e0cMA
[2025-10-22T11:08:34.781+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oiZvK6MY7tI
[2025-10-22T11:08:34.799+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: F0OkwXKcPSE
[2025-10-22T11:08:34.840+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 686PL7rt654
[2025-10-22T11:08:34.856+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zo7i8VTpfNM
[2025-10-22T11:08:34.864+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NfhuGUyWYfQ
[2025-10-22T11:08:34.870+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: wIpWCJKfRXs
[2025-10-22T11:08:34.879+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9Xeepzg1B8I
[2025-10-22T11:08:34.886+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 50G0kIty7Cg
[2025-10-22T11:08:34.894+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4l97aNza_Zc
[2025-10-22T11:08:34.897+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3ih2bPKSWsQ
[2025-10-22T11:08:34.904+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uA9Zcg3vHvo
[2025-10-22T11:08:34.914+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: _AbFXuGDRTs
[2025-10-22T11:08:34.919+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: MOGW3v3pJ5Y
[2025-10-22T11:08:34.924+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XNtTO_339kU
[2025-10-22T11:08:34.929+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rB9NynBZ4go
[2025-10-22T11:08:34.935+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TDv56whosPQ
[2025-10-22T11:08:34.944+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: R_BmT1OJw98
[2025-10-22T11:08:34.948+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vpRW4JhzfSE
[2025-10-22T11:08:34.954+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qXW93Cois2s
[2025-10-22T11:08:34.960+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: r7f0L48dHpc
[2025-10-22T11:08:34.965+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Z4hVGCWH1Kc
[2025-10-22T11:08:34.969+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zxuICI0kL3s
[2025-10-22T11:08:34.974+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: R1SFXJo-FlE
[2025-10-22T11:08:34.979+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lQz5aqjZ3lQ
[2025-10-22T11:08:34.984+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: EiFcNbXBqeo
[2025-10-22T11:08:34.994+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: pzBi1nwDn8U
[2025-10-22T11:08:34.999+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: R7oW0LwS_e4
[2025-10-22T11:08:35.004+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: BfKI_TQnQvo
[2025-10-22T11:08:35.008+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: FWAdfuPpLOc
[2025-10-22T11:08:35.013+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NjlP2_l1Wr0
[2025-10-22T11:08:35.018+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gGcaGdHlt60
[2025-10-22T11:08:35.023+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: pe_ejTiIcSs
[2025-10-22T11:08:35.033+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: V6In4tmd-w8
[2025-10-22T11:08:35.037+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZGvn9ywXjpY
[2025-10-22T11:08:35.045+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hTSaweR8qMI
[2025-10-22T11:08:35.049+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KCRLP-zBacU
[2025-10-22T11:08:35.054+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: c2ukL_zjFCk
[2025-10-22T11:08:35.061+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DZIASl9q90s
[2025-10-22T11:08:35.066+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7qY-qalCI2Y
[2025-10-22T11:08:35.072+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: N0pwLtonPdg
[2025-10-22T11:08:35.078+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: -4GmbBoYQjE
[2025-10-22T11:08:35.086+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0yPgljFcTR4
[2025-10-22T11:08:35.092+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TN1wErFGTzM
[2025-10-22T11:08:35.097+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3dxksf0CzS8
[2025-10-22T11:08:35.102+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: x7yv72s8h0o
[2025-10-22T11:08:35.111+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uyiG6uw-6pA
[2025-10-22T11:08:35.116+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: M1STzb7k9L8
[2025-10-22T11:08:35.121+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7K-yxGWYsnk
[2025-10-22T11:08:35.131+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Tbn4cYCaZCk
[2025-10-22T11:08:35.135+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: figrl0aOULs
[2025-10-22T11:08:35.145+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Uxc84UUrVHk
[2025-10-22T11:08:35.160+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: BzKaMelDzqo
[2025-10-22T11:08:35.165+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4yx9ZJDfyKk
[2025-10-22T11:08:35.180+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: kPa_S6jN9ls
[2025-10-22T11:08:35.191+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 69g-YcbmgQA
[2025-10-22T11:08:35.199+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: aKq8bkY5eTU
[2025-10-22T11:08:35.212+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TNtpUQbW4mg
[2025-10-22T11:08:35.225+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TgCm8oDmxOk
[2025-10-22T11:08:35.239+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 954wJ3uHVAk
[2025-10-22T11:08:35.262+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zajUgQLviwk
[2025-10-22T11:08:35.270+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PXevNM0awlI
[2025-10-22T11:08:35.277+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PuQ5UxKUY48
[2025-10-22T11:08:35.284+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: L5ihmu87xTE
[2025-10-22T11:08:35.289+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nAiKLoCP-kU
[2025-10-22T11:08:35.294+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NDsO1LT_0lw
[2025-10-22T11:08:35.299+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sF5LYGgKbUA
[2025-10-22T11:08:35.307+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: MFpWEKN9c6Y
[2025-10-22T11:08:35.313+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TRxMLLuWIhw
[2025-10-22T11:08:35.318+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SM66GDRyIVY
[2025-10-22T11:08:35.323+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: EvqtfK_RaRg
[2025-10-22T11:08:35.329+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3cWm9B_0_kI
[2025-10-22T11:08:35.335+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qtWqHIx8Z-o
[2025-10-22T11:08:35.344+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gs8qfL9PNac
[2025-10-22T11:08:35.354+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DBPYB8WkkDc
[2025-10-22T11:08:35.367+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zvBXpoBegwE
[2025-10-22T11:08:35.373+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SWc8fI_9iqA
[2025-10-22T11:08:35.381+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0BjlBnfHcHM
[2025-10-22T11:08:35.386+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: HcL1EQ5qD_g
[2025-10-22T11:08:35.389+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dc089EZRGcg
[2025-10-22T11:08:35.395+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vXNtju4VFm4
[2025-10-22T11:08:35.400+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: I9mw5UlDyPI
[2025-10-22T11:08:35.406+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: pS-fFdvyHLE
[2025-10-22T11:08:35.418+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Xj0Jtjg3lHQ
[2025-10-22T11:08:35.422+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9UtcHPCEBgg
[2025-10-22T11:08:35.436+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZNt_GoOBHq8
[2025-10-22T11:08:35.443+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bn0Kh9c4Zv4
[2025-10-22T11:08:35.448+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: dDVFnfCwjHA
[2025-10-22T11:08:35.457+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Kt2HvqRruHQ
[2025-10-22T11:08:35.462+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vDrSCXFMAKk
[2025-10-22T11:08:35.469+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: snX5YyflrGw
[2025-10-22T11:08:35.484+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: nbzQdlWrcnk
[2025-10-22T11:08:35.492+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8krJy31Diow
[2025-10-22T11:08:35.499+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: aRcUVhVlSHg
[2025-10-22T11:08:35.504+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Jo7sfpeWqwE
[2025-10-22T11:08:35.511+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QtD-CeUdRUQ
[2025-10-22T11:08:35.516+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ndAQfTzlVjc
[2025-10-22T11:08:35.523+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AydS-vA3qa4
[2025-10-22T11:08:35.533+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: UPrkC1LdlLY
[2025-10-22T11:08:35.544+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8bTQMDM4qvY
[2025-10-22T11:08:35.554+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: DBw0oD38z0Q
[2025-10-22T11:08:35.560+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 4SNThp0YiU4
[2025-10-22T11:08:35.569+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XhuisK0bTSA
[2025-10-22T11:08:35.577+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lkCRPp7cnP8
[2025-10-22T11:08:35.584+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KkCXLABwHP0
[2025-10-22T11:08:35.594+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: PWirijQkH4M
[2025-10-22T11:08:35.605+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: U_LlX4t0A9I
[2025-10-22T11:08:35.617+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: T8I165Qxeo8
[2025-10-22T11:08:35.631+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: i-9V21MqlhY
[2025-10-22T11:08:35.647+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YyNz4--6fro
[2025-10-22T11:08:35.657+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: f0cXJ6mJxGc
[2025-10-22T11:08:35.665+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: F6PqxbvOCUI
[2025-10-22T11:08:35.674+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: oA4LSZvX4iE
[2025-10-22T11:08:35.682+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZKxnjszkZto
[2025-10-22T11:08:35.697+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8_gdcaX9Xqk
[2025-10-22T11:08:35.712+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: snUyLbGx6U4
[2025-10-22T11:08:35.717+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Pv0iVoSZzN8
[2025-10-22T11:08:35.724+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CWbV3NItSdY
[2025-10-22T11:08:35.730+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: l-nMKJ5J3Uc
[2025-10-22T11:08:35.740+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: XE1Qyss8GIY
[2025-10-22T11:08:35.750+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 6GzHPS0rEgc
[2025-10-22T11:08:35.762+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: imhY0pe-Sd8
[2025-10-22T11:08:35.777+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: erLbbextvlY
[2025-10-22T11:08:35.784+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: OnTTThIzuNU
[2025-10-22T11:08:35.793+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mKdjycj-7eE
[2025-10-22T11:08:35.799+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tWYsfOSY9vY
[2025-10-22T11:08:35.810+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: sH48lKbayNU
[2025-10-22T11:08:35.816+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AFXoSFNMwIA
[2025-10-22T11:08:35.824+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: k194wHZHjB0
[2025-10-22T11:08:35.829+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AjwAdtlRKf8
[2025-10-22T11:08:35.833+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KOEfDvr4DcQ
[2025-10-22T11:08:35.838+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: krsBRQbOPQ4
[2025-10-22T11:08:35.846+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7ESeQBeikKs
[2025-10-22T11:08:35.852+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: K_CbgLpvH9E
[2025-10-22T11:08:35.856+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lOKASgtr6kU
[2025-10-22T11:08:35.862+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 9RhWXPcKBI8
[2025-10-22T11:08:35.866+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ZVt9ZJfWV1c
[2025-10-22T11:08:35.870+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: rWBOITBjitE
[2025-10-22T11:08:35.878+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tnTPaLOaHz8
[2025-10-22T11:08:35.891+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Wdjh81uH6FU
[2025-10-22T11:08:35.896+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7dYTw-jAYkY
[2025-10-22T11:08:35.904+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AjZDwxt7S8w
[2025-10-22T11:08:35.918+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: aZnqqXaT02g
[2025-10-22T11:08:35.933+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mwKJfNYwvm8
[2025-10-22T11:08:35.956+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: l9_8_pDTmis
[2025-10-22T11:08:35.979+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: n7x4Jj9pdH8
[2025-10-22T11:08:36.004+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: h5uE4ERMiTk
[2025-10-22T11:08:36.020+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QjvpjXdgugA
[2025-10-22T11:08:36.034+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jGAJCAuV3pQ
[2025-10-22T11:08:36.088+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: c0v8OPItCOg
[2025-10-22T11:08:36.101+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3ryID_SwU5E
[2025-10-22T11:08:36.115+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IemzxkkzI5s
[2025-10-22T11:08:36.122+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3OFj6l2tQ9s
[2025-10-22T11:08:36.129+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: bvlFjrcpD6s
[2025-10-22T11:08:36.138+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: AZlBZuS4hr0
[2025-10-22T11:08:36.145+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Gx6VeIIbWwM
[2025-10-22T11:08:36.157+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CAOY8EKH1qU
[2025-10-22T11:08:36.164+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: IQxea9UB1nQ
[2025-10-22T11:08:36.172+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: KrLj6nc516A
[2025-10-22T11:08:36.180+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: zgLhCT7aFCA
[2025-10-22T11:08:36.185+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: L5kIXRdwGAI
[2025-10-22T11:08:36.194+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 19NmWqv4Alk
[2025-10-22T11:08:36.202+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vBpQ1SlfVtU
[2025-10-22T11:08:36.216+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: SGzWIoLAzmY
[2025-10-22T11:08:36.222+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NnNZLCl78Ao
[2025-10-22T11:08:36.237+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NTZhwAldqwg
[2025-10-22T11:08:36.253+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: J_z-W4UVHkw
[2025-10-22T11:08:36.259+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: mKIhHNznt4s
[2025-10-22T11:08:36.266+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jObOjhUkf50
[2025-10-22T11:08:36.273+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: O3YVBJ2n5xg
[2025-10-22T11:08:36.279+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: yhB3BgJyGl8
[2025-10-22T11:08:36.287+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: CP82DAKzL1U
[2025-10-22T11:08:36.293+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: fuhE6PYnRMc
[2025-10-22T11:08:36.298+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: stUofW3whpE
[2025-10-22T11:08:36.302+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 48h57PspBec
[2025-10-22T11:08:36.305+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ooAwCOP67GQ
[2025-10-22T11:08:36.309+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: FM7Z-Xq8Drc
[2025-10-22T11:08:36.314+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: ykRq_rp7NhM
[2025-10-22T11:08:36.320+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: WTOm65IZneg
[2025-10-22T11:08:36.326+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 8kggT2ej-lo
[2025-10-22T11:08:36.329+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: GGBy50KtvRk
[2025-10-22T11:08:36.334+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Y4-gFIfGXiQ
[2025-10-22T11:08:36.345+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 1WEAJ-DFkHE
[2025-10-22T11:08:36.361+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Y0cBiGUuB1Y
[2025-10-22T11:08:36.372+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YLt73w6criQ
[2025-10-22T11:08:36.379+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: NPYPXWJBTWM
[2025-10-22T11:08:36.394+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: lglIQkCHO0g
[2025-10-22T11:08:36.405+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: TJ2ifmkGGus
[2025-10-22T11:08:36.417+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 7IKab3HcfFk
[2025-10-22T11:08:36.432+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: h5NvTTOlOtI
[2025-10-22T11:08:36.449+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: se50viFJ0AQ
[2025-10-22T11:08:36.479+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0CTp1a-aCUM
[2025-10-22T11:08:36.489+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: FD-0KG-h2-c
[2025-10-22T11:08:36.496+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: kX3nB4PpJko
[2025-10-22T11:08:36.502+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: YlvcFJOE-OE
[2025-10-22T11:08:36.509+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: iogcY_4xGjo
[2025-10-22T11:08:36.515+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: S_CUEOBZ0P4
[2025-10-22T11:08:36.526+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: gHzuabZUd6c
[2025-10-22T11:08:36.535+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 65fN_OUawjk
[2025-10-22T11:08:36.540+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: jdMNoQE3mIQ
[2025-10-22T11:08:36.545+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 2isYuQZMbdU
[2025-10-22T11:08:36.554+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: tVWWp1PqDus
[2025-10-22T11:08:36.580+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: vaIgyRoUkQI
[2025-10-22T11:08:36.586+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: Hwybp38GnZw
[2025-10-22T11:08:36.596+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: hD1YtmKXNb4
[2025-10-22T11:08:36.616+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: LnlKwzc_TNA
[2025-10-22T11:08:36.639+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 3jS_yEK8qVI
[2025-10-22T11:08:36.653+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 00NgUctWoLQ
[2025-10-22T11:08:36.666+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: x9TQ6culXIA
[2025-10-22T11:08:36.700+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: QbJJwaVdgIs
[2025-10-22T11:08:36.708+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: 0e3GPea1Tyg
[2025-10-22T11:08:36.720+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: cV2gBU6hKfY
[2025-10-22T11:08:36.757+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: qIsgdOVGA04
[2025-10-22T11:08:36.781+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: cExLQ1o2pDw
[2025-10-22T11:08:36.799+0000] {data_modification.py:37} INFO - Inserted row with Video_ID: uocETPj4Jx4
